block,n,f,b,g,d
1.3025721E7,291.0,47.785806665225934,37.79114624296664,0.46,0.025
1.3025722E7,291.0,49.7268759235591,37.86672853545257,0.54,0.025
1.3025723E7,282.0,44.75369909777473,38.68086319896481,0.93,0.025
1.3025724E7,303.0,53.739997546570024,38.50679931456947,0.41,0.025
1.3025725E7,318.0,55.69880259020984,38.42978571594033,0.46,0.025
1.3025726E7,305.0,53.28708898400031,38.37214103736642,0.47,0.025
1.3025727E7,300.0,51.36540867776544,38.333768896329055,0.48,0.025
1.3025728E7,326.0,46.128726166840266,38.96627608311848,0.83,0.025
1.3025729E7,318.0,46.80917763837828,39.94043298519644,1.0,0.025
1.302573E7,314.0,59.63651066596473,39.521058438851874,0.29,0.025
1.3025731E7,305.0,56.51466153370638,39.185129442121635,0.33,0.025
1.3025732E7,290.0,49.658876835585,40.164757678174674,1.0,0.025
1.3025733E7,275.0,55.09942151124021,41.16887662012903,1.0,0.025
1.3025734E7,321.0,49.8692541790751,42.198098535632255,1.0,0.025
1.3025735E7,256.0,54.793120434802724,43.25305099902306,1.0,0.025
1.3025736E7,304.0,56.13215438486084,45.415703548974214,1.0,0.05
1.3025737E7,333.0,85.82131079064708,48.82188131514728,1.0,0.07500000000000001
1.3025738E7,280.0,176.95084621016005,53.70406944666201,1.0,0.1
1.3025739E7,313.0,609.19891471605,60.41707812749476,1.0,0.125
1.302574E7,257.0,799.9933452503851,69.47963984661897,1.0,0.15
1.3025741E7,264.0,815.5579606312588,81.63857681977728,1.0,0.175
1.3025742E7,312.0,724.8770235256139,97.96629218373273,1.0,0.19999999999999998
1.3025743E7,295.0,729.437191879023,120.00870792507261,1.0,0.22499999999999998
1.3025744E7,299.0,724.929913953125,150.01088490634078,1.0,0.24999999999999997
1.3025745E7,298.0,740.3468802676674,191.26387825558447,1.0,0.27499999999999997
1.3025746E7,289.0,735.1905271406229,248.64304173225983,1.0,0.3
1.3025747E7,282.0,731.9140890956977,329.45203029524424,1.0,0.325
1.3025748E7,290.0,728.400114960047,444.76024089857975,1.0,0.35000000000000003
1.3025749E7,296.0,723.5482361378125,611.5453312355471,1.0,0.37500000000000006
1.302575E7,275.0,737.93000271928,856.163463729766,1.0,0.4000000000000001
1.3025751E7,268.0,1237.4964004210444,601.4548332701605,0.15,0.4250000000000001
1.3025752E7,327.0,814.0673201381403,872.1095082417329,1.0,0.4500000000000001
1.3025753E7,294.0,1236.5256797201976,557.2779757664672,0.12,0.47500000000000014
1.3025754E7,294.0,784.3533348279492,835.9169636497008,1.0,0.5000000000000001
1.3025755E7,286.0,991.8329242487443,537.4946076267577,0.16,0.5250000000000001
1.3025756E7,291.0,730.547784450425,805.5700431806031,1.0,0.4987500000000001
1.3025757E7,291.0,927.501499333669,637.6268145034189,0.28,0.4738125000000001
1.3025758E7,283.0,754.8752094010144,924.636591797975,1.0,0.45012187500000006
1.3025759E7,280.0,1376.4456153571646,576.69409705283,0.06,0.42761578125000005
1.302576E7,317.0,732.1168448642787,810.9674190636638,1.0,0.40623499218750003
1.3025761E7,312.0,1080.0073143271982,635.703560509117,0.22,0.385923242578125
1.3025762E7,286.0,783.9991819870343,868.7697009297477,1.0,0.3666270804492187
1.3025763E7,316.0,920.3751654435035,632.7504571450985,0.11,0.34829572642675777
1.3025764E7,292.0,727.6021666986446,842.1155232574029,1.0,0.33088094010541985
1.3025765E7,317.0,1056.0540552155762,630.3491414876923,0.1,0.31433689310014884
1.3025766E7,293.0,740.2407843351899,818.5840326561002,1.0,0.2986200484451414
1.3025767E7,308.0,948.5781518035855,711.7613039317639,0.27,0.2836890460228843
1.3025768E7,310.0,908.7493826957761,604.3404569476917,0.22,0.26950459372174007
1.3025769E7,313.0,763.3842965432444,759.0693598010251,1.0,0.2560293640356531
1.302577E7,303.0,956.835029779084,714.7589174386972,0.38,0.24322789583387042
1.3025771E7,284.0,960.5785695653373,681.7275490104464,0.4,0.23106650104217688
1.3025772E7,266.0,843.438099210606,633.8401315886199,0.34,0.21951317599006803
1.3025773E7,311.0,710.030983822506,766.0195789258514,1.0,0.20853751719056463
1.3025774E7,285.0,886.1150006930293,714.422324707787,0.33,0.1981106413310364
1.3025775E7,297.0,844.8014955339357,666.0174693020452,0.32,0.18820510926448455
1.3025776E7,305.0,4131.259201423879,654.1094196967507,0.45,0.1787948538012603
1.3025777E7,337.0,4356.598424112469,634.1107306276857,0.41,0.16985511111119728
1.3025778E7,305.0,888.7725654464416,615.6928424157916,0.41,0.1613623555556374
1.3025779E7,278.0,841.8707562625949,577.9399764224275,0.3,0.15329423777785553
1.302578E7,285.0,689.9437106047855,598.1396063645099,0.62,0.14562952588896275
1.3025781E7,311.0,729.4822259815494,571.6591430282665,0.34,0.1383480495945146
1.3025782E7,306.0,679.5928507898444,571.6591430282665,0.5,0.13143064711478886
1.3025783E7,302.0,677.9893624331413,533.1156415753563,0.23,0.12485911475904941
1.3025784E7,325.0,686.4031097828631,491.3797959616502,0.17,0.11861615902109694
1.3025785E7,318.0,606.5288651467546,462.58671745698484,0.24,0.11268535107004209
1.3025786E7,308.0,592.4641874278888,431.88406367602437,0.19,0.10705108351653998
